anime_id,name,genre,rating,member
19745,Naniwa Yuukyouden: Chou Gokudou! Yoru no Bat wa Manrui-hen,"Action, Comedy",7.29,72
31771,Amanchu!,"Comedy, School, Shounen, Slice of Life",7.45,40481
2722,Crusher Joe: The Movie,"Action, Adventure, Sci-Fi, Space",7.01,2018
6383,Chargeman Ken!,"Action, Adventure, Sci-Fi, Shounen",6.68,427
9885,Shin Bikkuriman,"Comedy, Fantasy",5.29,110
6527,Fresh Precure! Movie: Omocha no Kuni wa Himitsu ga Ippai!?,"Action, Comedy, Fantasy, Magic, Shoujo",6.83,2058
4458,Bavel no Hon,Kids,5.79,1906
6829,Izakaya no Ichiya,Action,5.31,406
2024,Yoshimune,"Comedy, Historical",6.43,393
31202,Chibi Maruko-chan Movie: Italia kara Kita Shounen,"Comedy, Kids, School, Slice of Life",6.8,206
15749,Chiisana Ojisan,Slice of Life,6.03,478
7264,Onmyouji Ayakashi no Megami: Inran Jubaku,Hentai,6.1,1818
8460,Mirai Nikki,"Action, Shounen, Supernatural",7.51,114217
19547,Beompeoking Jaepeo,"Action, Cars",4.85,91
12603,Tora-chan to Hanayome,Drama,5.72,386
27951,Mattsu to Yanma to Moburi-san 2: Suigun Otakara to Nazotoki no Shimajima,"Fantasy, Magic",4.95,168
10766,Detective Conan vs. Wooo,"Adventure, Comedy, Mystery, Police, Shounen",6.15,2587
240,Genshiken,"Comedy, Parody, Slice of Life",7.76,104258
582,Sexy Commando Gaiden: Sugoiyo!! Masaru-san,"Comedy, Martial Arts, School, Shounen",7.9,6473
30228,Chel-in sacheon-wang,"Action, Sci-Fi",4.43,47
32309,Tabi Machi Late Show,Drama,6.27,5430
33854,Kosys! Lite: Tsuyoku Suishou Bansaku no Sunglasses - Password Tsukai-mawashi no Jutsu,"Comedy, Slice of Life",5.4,48
1389,Yakin Byoutou San,Hentai,6.49,2710
30200,Piyo no Ongaeshi,Music,5,47
34491,Sagurare Otome The Animation,Hentai,,79
16261,Arisaâ˜†Good Luck,"Action, Comedy",5.76,198
21511,Kantai Collection: KanColle,"Action, Military, School, Sci-Fi, Slice of Life",7.04,100999
6581,Sengoku Basara: Setonai no Gekitotsu! Hi wo Fuku Umi no Daiyousai - Fugaku!!,"Action, Historical, Martial Arts, Samurai",7.32,9553
3571,Mach GoGoGo (1997),"Adventure, Cars",6.43,1545
17833,Pink no Curtain,"Hentai, Slice of Life",3.61,138
2065,Gall Force: New Era,"Action, Mecha, Military, Sci-Fi, Space",6.04,950
32475,Minami no Kuni kara Kita Tegami,"Kids, Music",5.8,43
6297,Kamen Rider Den-O: Imagin Anime 2,"Action, Adventure, Comedy, Kids, Super Power",6.88,472
2647,Dorami-chan: Mini-Dora SOS!!!,"Fantasy, Kids",6.49,178
24031,Denki-gai no Honya-san,"Comedy, Seinen, Slice of Life",7.28,61228
3674,Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu,"Comedy, Parody, School",7.52,12097
1625,Soul Link Special,"Adventure, Comedy, Ecchi, Military, Romance, Sci-Fi, Space",6.02,1973
30344,The iDOLM@STER Cinderella Girls 2nd Season,"Comedy, Drama, Music",7.38,16736
18549,Sengoku Basara Movie: 4-Koma Gekijou - Another Last Party,"Comedy, Historical",6.61,1993
23061,Heya/Keitai,"Fantasy, Music",5.59,311
31977,Hanabi,"Drama, Music, Romance, Slice of Life",6.1,162
24365,Tonari no Seki-kun Specials,"Comedy, School, Seinen",7.55,14248
4807,Mashin Eiyuuden Wataru 2,"Adventure, Comedy, Mecha",7.05,492
10112,Alexandros no Ketsudan,Historical,5.48,212
22487,Hello Kitty no Match Uri Shoujo,"Fantasy, Kids",6.91,134
24053,Gunners,"Action, Mecha",4.51,102
2474,Ginga Ojousama Densetsu Yuna: Shin&#039;en no Fairy,"Action, Adventure, Comedy, Magic, Mecha, Sci-Fi",6.4,1256
20903,Harmonie,"Drama, School, Supernatural",7.52,29029
1465,Hakaima Sadamitsu,"Action, Mecha, School, Sci-Fi, Seinen",7.05,3300
21439,Uta noâ˜†Prince-samaâ™ª Maji Love Revolutions,"Comedy, Harem, Music, Romance, School, Shoujo",7.18,27997
29429,Straw Byururu,"Adventure, Fantasy, Kids, Magic",5,83
31034,Nintama Rantarou: Ninjutsu Gakuen to Nazo no Onna - Kore wa Jiken Da yo! no Dan,Comedy,6.67,104
21975,Sore Ike! Anpanman: Outa to Teasobi Tanoshii ne,"Comedy, Fantasy, Kids",5.74,76
605,Tenshi ni Narumon!,"Comedy, Fantasy, Romance",6.91,3847
16636,Kotoura-san: Haruka no Heya,"Comedy, School",6.01,9641
16099,Sword Art Online: Sword Art Offline,Comedy,6.46,50012
1286,MD Geist II: Death Force,"Mecha, Military, Sci-Fi",5.14,4344
1277,Ys: Tenkuu no Shinden - Adol Christine no Bouken,"Adventure, Demons, Drama, Fantasy, Magic",6.8,2982
2549,Perrine Monogatari,"Drama, Historical, Shoujo, Slice of Life",7.63,1744
599,Yuugen Kaisha,"Action, Adventure, Comedy, Magic, Super Power, Supernatural",6.57,2370
11615,Morita-san wa Mukuchi. 2,"Comedy, School, Slice of Life",6.8,8788
2442,Zoku Koihime,"Fantasy, Harem, Hentai, Magic, Supernatural",6.72,1711
31988,Hibike! Euphonium 2,"Drama, Music, School",8.25,47716
24873,Juuou Mujin no Fafnir,"Fantasy, Harem, Romance, School",6.44,59544
4675,Detective File 1: Kindan no Ai,Hentai,5.31,943
5159,Shin Reyon Densetsu: Shikkoku no Majin,"Adventure, Fantasy, Hentai",5.55,459
4398,Kuro Nyago,Fantasy,5.68,1979
9303,Noel no Fushigi na Bouken,"Adventure, Comedy, Fantasy",5.38,133
4575,Junk Story,"Action, Hentai, Sci-Fi",5.33,418
32761,Gekkou Shokudou,Music,5.75,92
18133,Ikeike! Momon-chan,Comedy,5.64,443
30463,Kyoufu Shinbun (2014),"Demons, Fantasy, Horror, Supernatural",5.78,640
32982,Imakara Atashi......,Hentai,6.17,875
8917,Mouretsu Pirates,"Sci-Fi, Space",7.24,48245
2825,Arabian Nights: Sindbad no Bouken (TV),"Adventure, Fantasy, Magic, Romance",7.26,2631
23635,Poppoya-san: Nonki Kikanshi,Kids,7.14,67
33783,Godzilla,"Action, Adventure, Fantasy, Sci-Fi",,1022
10257,Pretty Rhythm: Aurora Dream,"Music, Shoujo, Slice of Life, Sports",7.6,9431
10199,Super Doll Licca-chan: Licca-chan Zettai Zetsumei! Doll Knights no Kiseki,"Action, Adventure, Fantasy, Kids, Magic, Shoujo, Super Power",6.23,295
4462,Tairiki Tarou no Mucha Shuugyou,Action,4.8,852
7967,Hiroshima ni Ichiban Densha ga Hashitta,"Drama, Historical",7.07,282
30269,Momoiro Milk,Hentai,6.37,1628
22571,Ahiru no Pekkle no Ahiru no Drakestail,"Fantasy, Kids",5.16,129
27849,Nezumi-kun no Chokki,Kids,7,44
22729,Aldnoah.Zero,"Action, Mecha, Sci-Fi",7.66,244193
4654,Toaru Majutsu no Index,"Action, Magic, Sci-Fi, Super Power",7.69,313114
13245,New Prince of Tennis Specials,"Action, Comedy, Shounen, Sports",7.65,5524
5398,Masaru Ashita no Yukinojou 2,Hentai,5.74,860
1923,Urusei Yatsura Movie 4: Lum The Forever,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",6.99,2745
24317,Love Colon,Hentai,6.51,1970
2380,Tokubetsu Jugyou 2,Hentai,5.8,1183
22189,Futsuu no Joshikousei ga [Locodol] Yattemita.,"Comedy, Seinen",6.98,27417
19457,Green Saver,"Adventure, Kids",5.43,77
661,Elf-ban Kakyuusei: Anata dake wo Mitsumete...,"Drama, Harem, Romance, School",6.45,1849
23345,Yukiguni no Oujisama,Slice of Life,7,62
13287,Galaxy Angel Specials,"Comedy, Sci-Fi",6.91,1105
18319,Gancheopjamneun Ttorijanggun,"Action, Drama, Sci-Fi, Shounen",4.78,71
24037,Selector Spread WIXOSS,"Game, Psychological",7.52,42918
22733,Dragon Collection,"Fantasy, Shounen",6.39,3229
19945,Zoku Natsume Yuujinchou: 3D Nyanko-sensei Gekijou,Comedy,5.78,3265
5090,Techno Police 21C,"Action, Mecha, Police, Sci-Fi",6.01,402
16287,One Piece: Romance Dawn,"Action, Comedy, Fantasy, Shounen, Super Power",7.6,8326
11445,UFO Princess Valkyrie: Recap,"Comedy, Romance, Sci-Fi",6.44,739
2384,Yakusai Kochou,"Comedy, Ecchi, Supernatural",5.69,1025
30666,Memories: Younenki no Joukei,Dementia,4.91,133
30533,Gundam Build Fighters Try: Island Wars,"Action, Mecha, Sci-Fi",7.07,3569
9242,Nine: Original Han,"Action, School, Sports",6.47,158
1599,Eat-Man &#039;98,"Action, Adventure, Sci-Fi, Shounen, Super Power",6.89,2757
28055,Yuki no Yo no Yume,Drama,4.79,125
22943,Mugen Senshi Valis,"Action, Adventure, Fantasy",5.75,215
32802,Cardfight!! Vanguard G: Stride Gate-hen,"Action, Game, Shounen",7.14,2121
33300,Manga Kotowaja Jiten,"Comedy, Historical",6.5,37
32139,DuÅ¡aN,"Music, Psychological",6.01,419
30895,HaruChika: Haruta to Chika wa Seishun suru,"Mystery, Romance, School, Slice of Life",6.5,49971
11761,Medaka Box,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power",7.21,110042
16067,Nagi no Asukara,"Drama, Fantasy, Romance",8.32,224947
8655,Bijukubo,Hentai,6.47,2918
5784,Ai no Kusabi (2012),"Drama, Romance, Sci-Fi, Yaoi",6.97,17943
30107,Manga Hajimete Monogatari OVA,"Adventure, Comedy, Historical",5.8,52
284,Area 88 (TV),"Action, Drama, Military, Romance, Shounen",7.17,7563
25889,Stitch!: Itazura Alien no Daibouken - Uchuu Ichi no Oniichan,"Adventure, Comedy, Kids, Sci-Fi",6.14,219
7162,Yaruki Manman,"Comedy, Hentai, Parody",5.31,251
29617,Good-by Elvis and USA,"Dementia, Music",3.41,367
5263,Tomorrow&#039;s Song,Music,6.07,507
1262,Macross II: Lovers Again,"Adventure, Mecha, Military, Sci-Fi, Shounen, Space",6.47,6760
4855,Fuuma no Kojirou: Seiken Sensou-hen,Action,6.91,690
32900,Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,"Action, Magic, Romance, School, Sci-Fi, Supernatural",,13884
6695,Mangchi,"Adventure, Comedy, Fantasy",6.31,461
15389,Kremlin,"Comedy, Seinen",5.38,458
209,R.O.D the TV,"Action, Adventure, Comedy, Drama, Sci-Fi, Super Power",7.64,47053
30641,Yankee-kun na Yamada-kun to Megane-chan to Majo,"Comedy, School, Shounen",7.48,7170
6574,Hanamaru Youchien,"Comedy, Seinen, Slice of Life",7.45,40243
3379,Mikagura Tanteidan,Hentai,6.04,1015
377,eX-Driver,"Action, Adventure, Cars, Comedy, Sci-Fi, Shounen",6.88,5217
2122,Captain Tsubasa: Saikyou no Teki! Holland Youth,"Action, Shounen, Sports",7.01,2313
12579,Itsuka Tenma no Kuro Usagi Picture Drama,"Comedy, Ecchi, Romance, Shounen, Supernatural, Vampire",6.34,3463
3627,D.C.II S.S.: Da Capo II Second Season,"Comedy, Drama, Fantasy, Harem, Romance",7.37,20581
12401,The Gakuen Choujo-tai,"Action, Demons, Shoujo, Super Power",4.85,162
28617,Punch Line,"Comedy, Ecchi, Sci-Fi, Super Power, Supernatural",7.16,93000
6572,Shakugan no Shana S,"Action, Drama, Fantasy, Romance, School, Supernatural",7.49,53129
1979,Tobira wo Akete (1995),"Dementia, Fantasy",6.19,2351
17086,Agigongryong Doolie (1988),Kids,5.35,139
34239,Mutsugo to Ouma no Monogatari,"Comedy, Parody",6.47,1489
27373,Sore Ike! Anpanman: Otanjoubi Series,"Comedy, Fantasy, Kids",5.64,66
31498,Pan de Peace!,"Comedy, School, Slice of Life",5.63,18420
2699,Uchuu Kaizoku Mito no Daibouken,"Action, Comedy, Sci-Fi",6.65,1009
24977,Kana Kana Kazoku,Comedy,5.11,98
228,Jigoku Shoujo,"Horror, Mystery, Psychological, Supernatural",7.79,172415
23023,Peaceful Times (F02) Petit Film,Music,5.07,1650
34085,Sakura Nagashi,"Action, Drama, Mecha, Music, Sci-Fi",7.29,2945
10015,Yuâ˜†Giâ˜†Oh! Zexal,"Action, Fantasy, Game, Shounen",6.58,22480
30754,Tamagotchi! x Himitsukessha Taka no Tsume,"Comedy, Parody",7.13,56
9507,Binetsu: Yakusoku no Toki,Hentai,5.47,299
4365,"Hitou Meguri The Animation: Wakaokami, Rachiru",Hentai,6.28,2678
21521,Futabu!,"Hentai, School, Yuri",7.2,7234
15455,Sakura,Fantasy,5.19,355
23933,Kyutai Panic Adventure!,"Action, Martial Arts, Shounen, Super Power",5.21,700
2023,Bakuen Campus Guardress,"Action, Comedy, School, Shounen, Supernatural",6.34,1491
30191,Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,"Action, Mystery, Supernatural",7.88,22774
28761,0:08,Dementia,5.21,2386
17693,Erementar Gerad: Aozora no Senki,Music,5.96,759
23619,Haiyore! Nyaruko-san W OVA,"Comedy, Ecchi, Parody",7.19,14585
11685,Takarajima Memorial: Yuunagi to Yobareta Otoko,"Adventure, Drama, Historical, Mystery, Supernatural",6.74,536
9792,Licca-chan Fushigi na Fushigi na Yunia Monogatari,"Adventure, Kids",6.42,307
10886,Nurarihyon no Mago: Jump Super Anime Tour Special,"Action, Demons, Shounen, Sports, Supernatural",6.67,4076
11043,Install Pilot,"Action, Sci-Fi, Shounen",6.04,456
19051,Imouto Paradise! 2,Hentai,7.21,5600
2085,NG Knight Ramune &amp; 40 EX: Biku Biku Triangle Ai no Arashi Daisakusen,"Adventure, Comedy, Fantasy, Mecha, Shounen",6.48,440
9442,Bust to Bust: Chichi wa Chichi ni,Hentai,6.72,3954
32906,Bishoujo Yuugi Unit Crane Game Girls,"Comedy, Game, Space",4.54,4673
30664,Jinkou no Rakuen,Dementia,4.71,133
30362,Garon,Sci-Fi,6.8,187
6872,Cyborg 009,"Action, Adventure, Drama, Sci-Fi, Shounen",6.35,1216
909,Geneshaft,"Adventure, Mecha, Sci-Fi, Space",6.49,8643
7596,Haiyoru! Nyaruani,"Comedy, Parody, Sci-Fi",6.34,18386
3154,Gatchaman,"Action, Adventure, Martial Arts, Sci-Fi, Shounen, Super Power",6.59,1407
5812,Doubutsu Sumo Taikai,Action,4.67,585
4533,Uchuu Kazoku Carlvinson,"Comedy, Fantasy, Sci-Fi",6.39,649
2089,Choujikuu Seiki Orguss,"Action, Adventure, Mecha, Romance, Sci-Fi, Shounen",6.8,2271
31005,Souta no Chikai: Sabetsu ni Makenai Chikara,"Drama, Historical, Kids",6.6,46
3975,Uchi no 3 Shimai,"Comedy, Slice of Life",6.68,265
33059,Hawaiian Rock&#039;n Roll,"Kids, Music",5.2,40
18041,Rozen Maiden (2013),"Action, Comedy, Drama, Magic, Seinen",7.44,46117
1430,Lupin III: Cagliostro no Shiro,"Adventure, Comedy, Shounen",8.2,32732
31845,Masou Gakuen HxH,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi",6.42,68025
20853,Hitsugi no Chaika,"Action, Adventure, Comedy, Fantasy, Romance, Shounen",7.47,164510
8364,Crayon Shin-chan Movie 12: Arashi wo Yobu! Yuuhi no Kasukabe Boys,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",7.22,1122
18745,Chihayafuru 2: Waga Mi Yo ni Furu Nagame Seshi Ma ni,"Comedy, Josei, Slice of Life",7.11,18659
6518,Eiga de Toujou! Tamagotchi Dokidoki! Uchuu no Maigotchi!?,Kids,6.58,312
34502,Inazma Delivery,"Action, Comedy, Sci-Fi",,32
7985,Taiyou no Hou: El Cantare e no Michi,"Fantasy, Historical",5.9,332
17307,Dr. Typhoon,"Drama, Seinen, Sports",6.15,80
5541,The Satisfaction,Hentai,4.37,166
4452,Hoshikuzu Paradise,"Comedy, Romance",5.91,295
2700,Uchuu Kaizoku Mito no Daibouken: Futari no Joou-sama,"Action, Comedy, Sci-Fi",6.38,585
17219,Sore Ike! Anpanman: Roll to Laura Ukigumojou no Himitsu,"Comedy, Fantasy, Kids",6.24,97
31144,Mottainai,Slice of Life,6.66,2234
3845,Mahoutsukai Chappy,"Adventure, Kids, Magic",6.23,240
16762,Mirai Nikki Redial,"Action, Psychological, Shounen, Supernatural",7.71,135604
11033,"Natsu-iro Egao de 1, 2, Jump!",Music,7.34,6939
12015,Tiger &amp; Bunny Movie 1: The Beginning,"Action, Comedy, Mystery, Super Power",7.54,13716
33544,InaDan Movie x Mameshiba Collab CM,"Comedy, Kids, Sports",5.67,199
23909,Hoshi no Yuuenchi,"Adventure, Kids, Sci-Fi",5.17,73
18357,Sore Ike! Anpanman: Tobase! Kibou no Handkerchief,"Comedy, Fantasy, Kids",5.43,87
12921,Morita-san wa Mukuchi. Specials,"Comedy, School, Slice of Life",6.62,2769
23765,Yamiyo no Jidaigeki,"Historical, Horror",4.27,89
20939,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru OVA","Comedy, Romance, School",7.42,35583
567,The Big O,"Action, Mecha, Mystery, Psychological, Sci-Fi",7.57,45843
33091,Planetarian: Chiisana Hoshi no Yume,"Drama, Sci-Fi",7.61,38303
811,I&#039;&#039;s Pure,"Comedy, Drama, Ecchi, Romance, School",7.05,17276
5265,Mega Man,"Action, Adventure, Comedy",6.52,3263
9878,Licca-chan to Yamaneko Hoshi no Tabi,"Adventure, Fantasy, Kids, Magic",6.04,189
7559,Fate/stay night TV Reproduction,"Action, Fantasy, Magic, Romance, Shounen, Supernatural",7.02,23498
23971,Fuku-chan no Zousan Butai,"Comedy, Historical",7.4,68
11789,Wish Me Mell,"Fantasy, Kids, Magic",5.77,227
10409,Kyouhaku: Owaranai Ashita - Special Stage,Hentai,5.68,395
4999,Asu no Yoichi!,"Comedy, Ecchi, Harem, Martial Arts, Romance, Shounen",7.02,110748
1427,Lupin III: Ikiteita Majutsushi,"Adventure, Comedy, Shounen",6.28,2697
6211,Tokyo Magnitude 8.0,Drama,8.19,121349
21195,Soul Eater: Late Night Show,"Action, Comedy, Fantasy",6.97,10303
5832,Tiger Mask Nisei,"Action, Drama, Sports",7.45,2225
123,Fushigi Yuugi,"Adventure, Comedy, Drama, Fantasy, Historical, Magic, Martial Arts, Romance, Shoujo",7.77,61622
3334,Jokuana,Hentai,5.85,1137
17076,Chagama Ondo,"Comedy, Supernatural",4.99,322
33551,Mameshi-Pamyu-Pamyu,"Comedy, Parody",5.26,110
28963,Nekota no Koto ga Kininatte Shikatanai.,"School, Shoujo",6.41,612
9228,Wan Wan Chuushingura,"Action, Adventure, Drama, Fantasy",6.12,200
1579,Kiniro no Corda: Primo Passo,"Comedy, Drama, Harem, Magic, Music, Romance, School, Shoujo",7.69,63134
16604,Pinky,"Comedy, Horror",3.71,1254
3807,Honoo no Alpenrose: Judy &amp; Randy,"Drama, Historical, Romance, Shoujo",7.09,979
407,Tantei Gakuen Q,"Comedy, Drama, Mystery, Police, Shounen",7.87,16591
2346,Koroshiya 1 The Animation: Episode 0,"Action, Dementia, Drama, Horror, Martial Arts, Psychological, Seinen",5.94,5704
18465,Genshiken Nidaime,"Comedy, Parody, Slice of Life",7.56,29952
32553,Nisekoi: OVA,"Comedy, Harem, Romance, School, Shounen",7.12,17022
24259,Mechano: Scientific Attack Force,"Comedy, Dementia, Fantasy, Horror, Music, Parody",2.55,120
3625,Battle Royal High School,"Action, Horror, Martial Arts, Super Power, Supernatural",5.83,2899
16936,Boku no Imouto wa &quot;Osaka Okan&quot;: Haishin Gentei Osaka Okan.,Comedy,5.81,2738
33279,Nanocore: NG Scenes - Nano&#039;s Daily Life,"Comedy, Sci-Fi",4.5,62
2922,Ashita no Joe 2 (Movie),"Drama, Sports",7.53,1396
18629,Taiheiyou ni Kakeru Niji,"Drama, Kids, Slice of Life",5.44,79
18303,Sonyeon 007 Jihajeguk,"Action, Adventure, Sci-Fi, Shounen",4.7,62
33194,Shi Wan Ge Leng Xiaohua 2nd Season,"Comedy, Parody",6.33,77
19769,Mahou Sensou,"Action, Fantasy, Magic",6.18,104192
5462,Top wo Nerae! Kagaku Kouza,"Comedy, Sci-Fi",6.26,5479
75,Soukyuu no Fafner: Dead Aggressor,"Action, Drama, Mecha, Military, Sci-Fi",7.38,27516
25095,Hana Ichi Monme,"Adventure, Kids",7.25,44
3613,Toshokan Sensou,"Action, Comedy, Military, Romance",7.6,38882
15893,Crash!,"Comedy, Shoujo",5.7,1015
33026,Time Bokan 24,"Adventure, Comedy, Mecha",5.28,2243
374,Bannou Bunka Neko-Musume DASH!,"Action, Comedy, Ecchi, Romance, Sci-Fi",6.54,3473
23611,Bunna yo Ki kara Orite Koi,"Adventure, Kids",6.25,53
30455,Kantai Collection: KanColle Zoku-hen,"Action, Military, School, Sci-Fi, Slice of Life",,15465
3896,Inbo,Hentai,6.13,2532
3336,Mezame no Hakobune,Fantasy,6.21,1867
11523,Shiofuki Mermaid,Hentai,6.42,1690
979,Street Fighter Zero The Animation,"Action, Drama, Martial Arts, Shounen, Super Power",6.69,10118
10758,Momotarou,Drama,5.57,183
10525,Shinseiki Duel Masters Flash,"Comedy, Kids",6.27,314
32757,Skirt,Music,4.93,74
444,Maria-sama ga Miteru: Haru,"Drama, Romance, School, Shoujo, Shoujo Ai",7.85,14983
2513,Detective Conan OVA 03: Conan and Heiji and the Vanished Boy,"Adventure, Comedy, Mystery, Police, Shounen",7.31,8252
1904,Harukanaru Toki no Naka de 2: Shiroki Ryuu no Miko,"Demons, Fantasy, Historical, Magic, Romance, Shoujo, Supernatural",6.8,2051
2254,Sentou Mecha Xabungle,"Mecha, Military, Sci-Fi, Shounen",7.51,1518
30065,Osamishi Tani no Wakare Uta,"Historical, Music",3.95,102
6629,Asari-chan,"Comedy, Shoujo, Slice of Life",6.55,263
62,D.C.: Da Capo,"Drama, Harem, Magic, Romance",6.93,49909
6690,Anata dake Konbanwa,Hentai,6.88,3338
12591,Ojamajo Doremi OVA,"Kids, Magic",7.04,799
10000,Esper Mami Special: My Angel Mami-chan,"Comedy, Super Power, Supernatural",6.52,148
14543,Koutetsu no Majo Annerose,"Action, Hentai, Supernatural",6.87,5152
32418,Chibinacs 2.0,Comedy,4.33,36
30208,Shiritori Mambo,"Kids, Music",5.33,45
17215,Sore Ike! Anpanman: Happy no Daibouken,"Comedy, Kids",5.35,82
9650,Dream C Club Pure Songs Clips,Music,5.68,358
23911,Subarashii Sekai Ryokou: Alaska no Tabi &quot;Daigo Hyougaki&quot;,"Adventure, Sci-Fi",8,62
1968,Mobile Suit Zeta Gundam: A New Translation II - Lovers,"Drama, Mecha, Military, Romance, Sci-Fi, Space",7.27,5772
31201,Doraemon Movie 36: Shin Nobita no Nippon Tanjou,"Adventure, Comedy, Fantasy, Kids, Shounen",7.27,408
19151,Walkure Romanze,"Action, Ecchi, Harem, Romance, School, Sports",6.56,56131
6919,X-Men,"Action, Drama, Super Power",6.51,15653
5610,Rasen Kairou,Hentai,5.72,487
21877,High Score Girl,"Comedy, Romance, School, Seinen",,2670
23605,Ninja Slayer From Animation,Action,6.56,26062
9849,Akina to Onsen de H Shiyo!,Hentai,6.46,4372
12293,Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance",7.36,151928
2423,Grey: Digital Target,"Action, Fantasy, Sci-Fi",6.35,1052
15537,Tsugou no Yoi Sexfriend?,Hentai,7.51,6866
2080,Majokko Club Yoningumi: A Kuukan kara no Alien X,"Action, Comedy, Magic, Parody, Sci-Fi",5.92,441
381,Fushigi Yuugi OVA 2,"Adventure, Drama, Fantasy, Historical, Martial Arts, Romance, Shoujo",7.37,13508
3342,Mnemosyne: Mnemosyne no Musume-tachi,"Action, Horror, Sci-Fi, Shoujo Ai, Supernatural",7.5,96092
2974,The Humanoid: Ai no Wakusei Lezeria,"Drama, Mecha, Sci-Fi, Space",5.07,872
29135,Chiisana Teien,"Adventure, Fantasy",5.91,151
33,Berserk,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural",8.4,226430
27721,Kasumin,"Fantasy, Kids",6.64,236
7601,Mashin Eiyuuden Wataru: Owarinaki Toki no Monogatari,Fantasy,6.56,318
1494,Darkside Blues,"Horror, Mystery, Psychological, Sci-Fi",6.33,5224
1128,UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,"Comedy, Romance, Sci-Fi",7.1,6249
27949,Mattsu to Yanma to Moburi-san: Nanatsu no Hihou to Soratobu Oshiro,"Fantasy, Magic",5.56,223
33387,Ippou Nippon Mukashibanashi,"Comedy, Fantasy",4.22,63
2607,Birth,"Action, Adventure, Comedy, Sci-Fi",6.04,2129
7816,Dr. Slump Movie 06: Arale-chan N-cha! Penguin Mura wa Hare Nochi Hare,"Comedy, Sci-Fi, Shounen",6.48,557
32871,Kuroko no Basket Movie 3: Winter Cup Soushuuhen - Tobira no Mukou,"Comedy, Shounen, Sports",7.38,5492
29954,Embah,Dementia,4.17,222
1908,Lesson XX,"Romance, Shounen Ai",6.04,4574
31549,Peeping Life TV: Season 1??,"Comedy, Slice of Life",5.83,1573
9506,Prism Magical: Prism Generations!,"Comedy, Ecchi, Magic",5.27,1733
22661,One Piece: Cry Heart,"Fantasy, Shounen",6.85,3417
28545,Nobunaga-kun no Minna de Yakusoku Hi no Youjin,"Drama, Kids",5.67,51
23067,Tenkai Knights,"Action, Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen, Super Power",6.82,1249
8171,One Piece Recap,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",7.34,10147
8632,Chuuzumou,Comedy,6.8,988
2986,Bamboo Blade,"Comedy, School, Seinen, Sports",7.45,61649
18109,Glass no Kamen Desu ga the Movie: Onna Spy no Koi! Murasaki no Bara wa Kiken na Kaori!?,"Comedy, Parody",6.05,433
9491,Katsugeki Shoujo Tanteidan,"Action, Comedy, School",5.12,557
2235,Mizu no Kotoba,"Drama, Psychological, Sci-Fi",7.03,15958
32792,Mobile Suit Gundam Unicorn RE:0096,"Action, Drama, Mecha, Military, Sci-Fi, Space",7.56,9767
3407,Blassreiter,"Action, Sci-Fi",7.07,55444
19481,Juujika You and I,"Mecha, Music, Sci-Fi",5.56,244
5785,G-9,Fantasy,6.05,1693
9820,"McDull, the Alumni",Comedy,6.38,83
2867,Ane Jiru The Animation: Shirakawa Sanshimai ni Omakase,Hentai,7.17,7709
1501,Kaleido Star: Good da yo! Goood!!,Comedy,6.97,5044
3215,Fuyu no Hi,Historical,6.35,2380
308,Zettai Shounen,"Drama, Fantasy, Mystery, Sci-Fi, Shounen",7.06,11165
16970,Nyuuin Bokki Monogatari: Odaijini!,"Comedy, Ecchi, Seinen",6.53,129
24851,Madonna: Kanjuku Body Collection,"Harem, Hentai",6.57,1786
15815,"Yakeato no, Okashi no Ki","Drama, Kids",6.92,88
12487,Kyoukaisenjou no Horizon II,"Action, Fantasy, Sci-Fi",7.72,46781
31872,Yukidaruma Kazoku,"Kids, Music",5.25,40
13561,Guilty Crown: 4-koma Gekijou,Comedy,7.23,13053
10592,Scryed Alteration I: Tao,"Action, Adventure, Sci-Fi, Shounen, Super Power",7.13,3108
3362,Oshare Majo Love and Berry: Shiawase no Mahou,Magic,5.83,398
12429,Last Exile: Ginyoku no Fam Recaps,"Action, Adventure, Sci-Fi",6.56,4621
17213,Sore Ike! Anpanman: Dadandan to Futago no Hoshi,"Comedy, Kids",5.19,87
1888,Ichigo Mashimaro OVA,"Comedy, School, Slice of Life",7.83,15085
10723,Sojunghan Nal-ui Kkum,"Comedy, Drama, Romance",6.62,904
3001,Moyashimon,"Comedy, School, Supernatural",7.69,44465
292,Dear Boys,"Drama, Shounen, Sports",6.99,12662
